Date,LIQ_Signal_Rank,LIQ_Target_500,MPC_Factor_Diff,MPC_Target_500,Fusion_Target_500,Actual_Position_500,Position_Change,Rebalance_Flag,Strategy_Return,Benchmark_Return,Cumulative_Strategy,Cumulative_Benchmark,Excess_Return,Drawdown
2023-07-13,,,-0.2304873961629856,0.5714285714285714,,0.5,0.0,False,0.0105115,0.0105115,0.9959807470573948,0.9959807470573948,0.0,0.0
2023-07-14,,,-0.1659068686600369,0.5238095238095238,,0.5,0.0,False,0.0009184999999999998,0.0009184999999999998,0.9968955553735671,0.9968955553735671,0.0,0.0
2023-07-17,,,0.35067629529006983,0.42,,0.5,0.0,False,-0.0041255,-0.0041255,0.9927828627598735,0.9927828627598735,0.0,-0.004125500000000004
2023-07-18,,,0.45511401971477095,0.42,,0.5,0.0,False,0.0009220000000000001,0.0009220000000000001,0.9936982085593382,0.9936982085593382,0.0,-0.0032073037109998648
2023-07-19,,,-0.5018577771431253,0.42,,0.5,0.0,False,0.0015315,0.0015315,0.9952200573657468,0.9952200573657468,0.0,-0.0016807156966333059
2023-07-20,,,-0.7123605383895562,0.42,,0.5,0.0,False,-0.0049074999999999995,-0.0049074999999999995,0.9903360149342244,0.9903360149342244,0.0,-0.006579967584352087
2023-07-21,,,-0.17895655935756616,0.42,,0.5,0.0,False,-0.0012389999999999999,-0.0012389999999999999,0.9891089886117209,0.9891089886117209,0.0,-0.0078108150045149705
2023-07-24,,,-0.03154519827729717,0.42,,0.5,0.0,False,-0.0008600000000000001,-0.0008600000000000001,0.9882583548815148,0.9882583548815148,0.0,-0.008664097703611207
2023-07-25,,,-0.16161616057203898,0.4285714285714286,,0.5,0.0,False,0.015628,0.015628,1.003702856451603,1.003702856451603,0.0,0.0
2023-07-26,,,-0.6134641685969711,0.7619047619047619,,0.5,0.0,False,-0.00030700000000000004,-0.00030700000000000004,1.0033947196746724,1.0033947196746724,0.0,-0.00030700000000005723
2023-07-27,,,-1.1785636160532982,0.9523809523809523,,0.5,0.0,False,-0.0005830000000000002,-0.0005830000000000002,1.002809740553102,1.002809740553102,0.0,-0.0008898210190000366
2023-07-28,0.05,0.026596993576865856,-1.1290307171576883,0.9047619047619048,0.026596993576865856,0.5,0.0,False,0.014089,0.014089,1.0169383269877548,1.0169383269877548,0.0,0.0
2023-07-31,0.05,0.026596993576865856,-0.08920335888327768,0.38095238095238093,0.026596993576865856,0.046596993576865864,0.47340300642313415,True,0.007294846952016071,0.006729000000000001,1.0243567364427697,1.0237813049900553,0.0005754314527144366,0.0
2023-08-01,0.1,0.039165722796764356,0.3878756619091832,0.04761904761904767,0.039165722796764356,0.046596993576865864,0.0,False,0.00011309090341105345,0.0012135,1.0244725818715092,1.0250236636036607,-0.0005510817321514594,0.0
2023-08-02,0.2,0.08317269649392238,0.8129697712065134,0.42,0.08317269649392238,0.046596993576865864,0.0125687292198985,False,-0.008548288395045412,-0.006498,1.015715094788855,1.0183630598375641,-0.002647965048709233,-0.00854828839504529
2023-08-03,0.2,0.08317269649392238,0.5383049838449916,0.04761904761904767,0.08317269649392238,0.06317269649392238,0.044006973697158024,True,0.007167596086600396,0.0058095,1.0229953303273644,1.0242792400336904,-0.0012839097063259697,-0.0014419629868923645
2023-08-04,0.3,0.16798161486607552,0.7524940536408739,0.42,0.16798161486607552,0.06317269649392238,0.0,False,-0.004487799942920534,-0.00013700000000000019,1.0184043319423133,1.0241389137778059,-0.00573458183549258,-0.005923291688402665
2023-08-07,0.45,0.401312339887548,0.9585142407957217,0.42,0.401312339887548,0.14798161486607553,0.08480891837215314,True,-0.006795436650090074,-0.005481000000000001,1.011483829820422,1.0185256083913898,-0.007041778570967772,-0.012678476985064191
2023-08-08,0.4,0.3100255188723876,-0.10014344266572439,0.42,0.3100255188723876,0.381312339887548,0.23333072502147248,True,-0.0032153353307049944,-0.0032945,1.0082315701259636,1.0151700757745443,-0.006938505648580673,-0.015853046760779588
2023-08-09,0.35,0.23147521650098232,-0.5200258793739005,0.42,0.23147521650098232,0.3300255188723876,0.09128682101516039,True,-0.004593065501814402,-0.005429,1.003600696483378,1.0096587174331644,-0.006058020949786469,-0.02037329818041833
2023-08-10,0.35,0.23147521650098232,-0.27132031542639173,0.42,0.23147521650098232,0.2514752165009823,0.07855030237140528,True,0.003190505900175009,0.001928,1.006802690426928,1.0116053394403755,-0.004802649013447402,-0.017247793408293854
2023-08-11,0.4,0.3100255188723876,-0.4249168065760549,0.42,0.3100255188723876,0.2514752165009823,0.0,False,-0.013681234166193821,-0.0140155,0.9930283870600433,0.9974271848054489,-0.004398797745405636,-0.030693056474018654
2023-08-14,0.35,0.23147521650098232,-0.15784518561127925,0.42,0.23147521650098232,0.2900255188723876,0.07855030237140528,True,-0.002133473315788475,-0.0015025,0.9909097874944301,0.9959285504602787,-0.005018762965848578,-0.03276104697283988
2023-08-15,0.15,0.057324175898868755,-0.7638857793931207,0.42,0.057324175898868755,0.2514752165009823,0.07855030237140528,True,0.005736023602082026,0.0032129999999999997,0.9965936694230323,0.9991284688929075,-0.0025347994698752263,-0.027212941509422994
2023-08-16,0.05,0.026596993576865856,-1.4276974085300247,0.9523809523809523,0.026596993576865856,0.07732417589886875,0.17415104060211356,True,-0.0013147914236253933,-0.0044185000000000006,0.9952833566136355,0.9947138197531042,0.0005695368605312945,-0.028491953590940144
2023-08-17,0.05,0.026596993576865856,0.23693997577838233,0.23809523809523814,0.026596993576865856,0.046596993576865864,0.0307271823220029,True,-0.0006254499068928429,0.000567,0.9946608567309095,0.9952778224889043,-0.0006169657579947474,-0.029099583208112345
2023-08-18,0.05,0.026596993576865856,-0.18765467988589546,0.42,0.026596993576865856,0.046596993576865864,0.0,False,-0.004981992521319436,-0.009759499999999999,0.9897054637814269,0.9855644085803238,0.004141055201103083,-0.033936601823515544
2023-08-21,0.05,0.026596993576865856,-0.6895146801672714,0.42,0.026596993576865856,0.046596993576865864,0.0,False,-0.008359580884789622,-0.0092215,0.9814319409048278,0.9764760263866004,0.004955914518227411,-0.04201248694040671
2023-08-22,0.2,0.08317269649392238,0.009140881977120069,0.42,0.08317269649392238,0.046596993576865864,0.0,False,0.008823683498812991,0.0061545,0.9900917857269976,0.9824857480909968,0.007606037636000873,-0.03355950832935395
2023-08-23,0.25,0.11920292202211755,-1.3237187031566822,0.42,0.11920292202211755,0.06317269649392238,0.05657570291705652,True,-0.004571169712413672,-0.010201,0.9855659081435728,0.9724634109747204,0.013102497168852367,-0.0379772718337289
2023-08-24,0.35,0.23147521650098232,-0.2588184296513334,0.42,0.23147521650098232,0.09920292202211754,0.03603022552819517,True,-0.005855385359290294,-0.0020914999999999996,0.9797950399544133,0.9704295037506668,0.009365536203746472,-0.04361028563153824
2023-08-25,0.15,0.057324175898868755,-0.15159447596546227,0.42,0.057324175898868755,0.21147521650098233,0.11227229447886478,True,-0.0008129217643783579,-0.00503,0.9789985432418045,0.965548243346801,0.013450299895003459,-0.044387755645575844
2023-08-28,0.15,0.057324175898868755,-1.5491377516904226,0.9523809523809523,0.057324175898868755,0.07732417589886875,0.17415104060211356,True,0.012747394252620125,0.012027999999999999,0.9914782236452485,0.9771618576177763,0.014316366027472216,-0.03220618961415889
2023-08-29,0.2,0.08317269649392238,1.1976338798454313,0.0,0.08317269649392238,0.07732417589886875,0.0,False,0.005009353671555829,0.011948,0.9964448887251335,0.9888369874925935,0.00760790123253996,-0.027358168136793592
2023-08-30,0.4,0.3100255188723876,2.3505855649710883,0.0,0.3100255188723876,0.07732417589886875,0.025848520595053624,False,-0.005401482263195786,-0.0023429999999999996,0.9910626093324325,0.9865201424308984,0.004542466901534148,-0.03261187574004498
2023-08-31,0.55,0.5986876601124521,1.5166345694457166,0.42,0.5986876601124521,0.2900255188723876,0.2268528223784652,True,-0.009807787638739941,-0.008225,0.9813424777234045,0.9784060142594042,0.0029364634640003384,-0.04209981302702559
2023-09-01,0.35,0.23147521650098232,-0.23594400198831975,0.42,0.23147521650098232,0.5786876601124521,0.2886621412400645,True,0.004425174325448326,0.005370999999999999,0.9856850892602981,0.9836610329619915,0.002024056298306598,-0.03786093771329058
2023-09-04,0.05,0.026596993576865856,-0.9772955882826191,0.8095238095238095,0.026596993576865856,0.25147521650098237,0.36721244361146976,True,0.014208985936246324,0.0141645,0.9996906748311655,0.9975940996633815,0.002096575167783943,-0.02418991730854536
2023-09-05,0.35,0.23147521650098232,0.03463712290472387,0.19047619047619047,0.23147521650098232,0.046596993576865836,0.20487822292411648,True,-0.00725714095914094,-0.005906,0.992435778688377,0.9917023089107696,0.000733469777607354,-0.03127150862798822
2023-09-06,0.15,0.057324175898868755,0.47709362429213775,0.1428571428571429,0.057324175898868755,0.21147521650098233,0.20487822292411648,True,-0.0005360896738299902,-0.0012675,0.9919037441154827,0.9904453262342252,0.0014584178812574455,-0.031790833968957766
2023-09-07,0.5,0.5,-0.27359322345857773,0.42,0.5,0.07732417589886875,0.17415104060211356,True,-0.006826084445170942,-0.0074825,0.9851329253966691,0.9830343190806776,0.002098606315991458,-0.03839991149687416
2023-09-08,0.8,0.9168273035060777,0.31997839408711737,0.42,0.9168273035060777,0.48,0.44267582410113127,True,-0.0032630800000000002,-0.0032115,0.9819183578504658,0.97987730436495,0.0020410534855157536,-0.041537689513666876
2023-09-11,0.1,0.039165722796764356,0.9944614698252058,0.42,0.039165722796764356,0.8968273035060776,0.41682730350607766,True,0.009910133634629198,0.008526,0.9916492999950596,0.9882317382619656,0.0034175617330939323,-0.03203919993299187
2023-09-12,0.25,0.11920292202211755,0.31932952744261567,0.42,0.11920292202211755,0.05916572279676435,0.8776615807093133,True,-0.000667114639649278,-5.699999999999997e-05,0.9909877562296349,0.9881754090528847,0.002812347176750163,-0.03268494075332329
2023-09-13,0.05,0.026596993576865856,-0.711655672646354,0.7619047619047619,0.026596993576865856,0.09920292202211754,0.08003719922535318,True,0.0018799671272511774,-0.0026290000000000003,0.992850780634855,0.9855774959024847,0.007273284732370322,-0.03086642024024444
2023-09-14,0.05,0.026596993576865856,-1.7336810664637756,0.9523809523809523,0.026596993576865856,0.046596993576865864,0.09260592844525169,True,0.007712870797215694,0.002827,1.0005085104268063,0.988363723483401,0.012144786943405372,-0.023391618154314342
2023-09-15,0.1,0.039165722796764356,-0.574239336808854,0.6666666666666667,0.039165722796764356,0.046596993576865864,0.0,False,0.0007663021675122382,0.0010125,1.0012752022669607,0.989364441753428,0.011910760513532681,-0.022643241034495554
2023-09-18,0.15,0.057324175898868755,0.552090227332177,0.19047619047619047,0.057324175898868755,0.046596993576865864,0.0125687292198985,False,-0.0014409051223890097,-0.0010605,0.9998324596990931,0.9883152207629484,0.011517238936144647,-0.024051519394890475
2023-09-19,0.2,0.08317269649392238,-0.7066852740412366,0.7142857142857143,0.08317269649392238,0.046596993576865864,0.0181584531021044,False,0.006948008601096455,0.0024235,1.0067793042287378,0.9907104027004673,0.016068901528270563,-0.017270620957419158
2023-09-20,0.2,0.08317269649392238,-1.3951642155145796,0.8571428571428572,0.08317269649392238,0.06317269649392238,0.025848520595053624,False,0.0030403240384464453,-0.001376,1.0098402395487949,0.9893471851863515,0.02049305436244342,-0.014282805203028492
2023-09-21,0.35,0.23147521650098232,-0.24656497380708153,0.42,0.23147521650098232,0.06317269649392238,0.0,False,-0.007317670561039783,-0.0072255,1.0024505613564954,0.9821986570997875,0.020251904256707864,-0.021495958900904943
2023-09-22,1.0,0.9820137900379085,1.0500491784347028,0.1428571428571429,0.9820137900379085,0.21147521650098233,0.14830252000705996,True,0.005224397924354546,0.008322000000000001,1.0076877619885143,0.9903725143241718,0.017315247664342448,-0.016383864419614258
2023-09-25,1.0,0.9820137900379085,0.59999721204348,0.42,0.9820137900379085,0.9620137900379084,0.7505385735369261,True,-0.004386939770024825,-0.0029874999999999997,1.0032670964696795,0.9874137764376283,0.0158533200320512,-0.020698929163230018
2023-09-26,1.0,0.9820137900379085,0.0317308353756629,0.42,0.9820137900379085,0.9620137900379084,0.0,False,-0.0026539326125402107,-0.0035045000000000002,1.00060449320327,0.9839533848581026,0.016651108345167476,-0.023297928212619334
2023-09-27,0.9,0.9608342772032357,1.226172089861148,0.42,0.9608342772032357,0.9620137900379084,0.0,False,0.00300244751202507,0.00013749999999999985,1.0036087556744093,0.9840886784485204,0.019520077225888888,-0.02036543150719161
2023-09-28,1.0,0.9820137900379085,1.4349813854977984,0.42,0.9820137900379085,0.9620137900379084,0.021179512834672787,False,0.0030771567602405334,0.0012425,1.0066970171415695,0.9853114086314928,0.021385608510076648,-0.017350942372188594
2023-10-09,0.9,0.9608342772032357,0.3612456335635785,0.42,0.9608342772032357,0.9620137900379084,0.021179512834672787,False,-0.006331753481323035,-0.005076,1.0003228597986458,0.9803099679212793,0.020012891877366434,-0.023572833963742323
2023-10-10,0.9,0.9608342772032357,0.8870845186800604,0.42,0.9608342772032357,0.9620137900379084,0.021179512834672787,False,-0.004078552098297842,-0.0064205,0.9962429908998387,0.9740158877722407,0.022227103127598014,-0.027555243030614518
2023-10-11,0.95,0.973403006423134,1.292614337439378,0.42,0.973403006423134,0.9620137900379084,0.0,False,0.0005108944991188206,-0.0011810000000000002,0.9967519659636751,0.9728655750087817,0.02388639095489342,-0.02705842635358191
2023-10-12,0.6,0.6899744811276125,-0.02078071566900186,0.6190476190476191,0.6899744811276125,0.9620137900379084,0.012568729219898378,False,0.004095160788244241,0.006481,1.0008338255302949,0.9791707168004136,0.02166310872988131,-0.023074074171932524
2023-10-13,0.6,0.6899744811276125,-0.907994900129355,0.8571428571428572,0.6899744811276125,0.7099744811276125,0.28342852529552154,True,-0.0031909991119704827,-0.00269,0.9976401656817977,0.9765367475722205,0.021103418109577166,-0.026191443933710756
2023-10-16,0.4,0.3100255188723876,-1.6138655652978466,0.9047619047619048,0.3100255188723876,0.7099744811276125,0.0,False,-0.003961146786423227,-0.0021245,0.9936883665455005,0.9744620952520033,0.019226271293497188,-0.030048842566164136
2023-10-17,0.3,0.16798161486607552,-0.9259261894922477,0.8095238095238095,0.16798161486607552,0.3300255188723876,0.3799489622552249,True,0.0006400759782801961,-0.00018600000000000005,0.9943244025988227,0.9742808453022864,0.020043557296536285,-0.02942800013018576
2023-10-18,0.5,0.5,0.17161310367671823,0.42,0.5,0.1879816148660755,0.1420439040063121,True,-0.009243927742049157,-0.0097235,0.9851329396690429,0.9648074255029897,0.020325514166053216,-0.0383998975654386
2023-10-19,1.0,0.9820137900379085,0.48089444569991224,0.42,0.9820137900379085,0.48,0.33201838513392445,True,-0.01140372,-0.011219999999999999,0.9738987594622802,0.9539822861888462,0.019916473273434043,-0.0493657158855737
2023-10-20,0.95,0.973403006423134,0.4562262482004733,0.42,0.973403006423134,0.9620137900379084,0.48201379003790845,True,-0.009859385588087312,-0.008064,0.9642967160689817,0.9462893730330194,0.018007343035962298,-0.05873838584591318
2023-10-23,1.0,0.9820137900379085,-0.8940523767177431,0.42,0.9820137900379085,0.9620137900379084,0.008610783614774409,False,-0.023717658521830234,-0.0171335,0.9414258558435352,0.9300761240601582,0.01134973178337706,-0.08106290739012656
2023-10-24,0.85,0.9426758241011313,-0.43282286097862094,0.42,0.9426758241011313,0.9620137900379084,0.008610783614774409,False,0.008823168208194515,0.006940000000000001,0.9497322145251862,0.9365308523611356,0.013201362164050545,-0.07295497084928049
2023-10-25,0.8,0.9168273035060777,-0.13360369081839063,0.5714285714285714,0.9168273035060777,0.9620137900379084,0.039337965936777186,True,0.006265715622324502,0.0075515,0.9556829664987615,0.9436030650927407,0.012079901406020777,-0.06714637032753257
2023-10-26,0.85,0.9426758241011313,-0.5025374074372171,0.7142857142857143,0.9426758241011313,0.9368273035060777,0.025848520595053603,False,0.0029054642737622533,0.004181000000000001,0.9584596692149668,0.9475482695078935,0.010911399707073333,-0.06443599743386963
2023-10-27,0.7,0.8320183851339245,0.7422219673956423,0.23809523809523814,0.8320183851339245,0.9368273035060777,0.025848520595053603,False,0.017413872367778985,0.011162,0.9751501635643399,0.9581248032921406,0.017025360272199364,-0.048144205301294596
2023-10-30,1.0,0.9820137900379085,2.1770651622965755,0.42,0.9820137900379085,0.8520183851339245,0.11065743896720681,True,0.0044721028146996085,-0.0023215,0.9795111353555709,0.9559005165612979,0.023610618794272953,-0.04388740832263438
2023-10-31,1.0,0.9820137900379085,0.9826540508853494,0.42,0.9820137900379085,0.9620137900379084,0.149995404903984,True,-0.0024534479017021575,-0.00011150000000000007,0.9771079558158388,0.9557939336537014,0.021314022162137403,-0.046233180754476244
2023-11-01,0.9,0.9608342772032357,-0.6632576563435129,0.42,0.9608342772032357,0.9620137900379084,0.0,False,-0.003251271498224596,-0.002464,0.9739311125684063,0.9534388574011786,0.020492255167227635,-0.04933413562984157
2023-11-02,0.8,0.9168273035060777,-0.9516910790147576,0.42,0.9168273035060777,0.9620137900379084,0.021179512834672787,False,-0.006979669186408636,-0.0028525,0.9671333955923278,0.9507191730604417,0.01641422253188607,-0.05596946886995657
2023-11-03,0.85,0.9426758241011313,0.21615668119959552,0.42,0.9426758241011313,0.9368273035060777,0.044006973697158,True,0.006075010987297821,0.0017395000000000002,0.9730087415967338,0.9523729490619803,0.02063579253475345,-0.05023447302099704
2023-11-06,1.0,0.9820137900379085,1.9845977583881944,0.42,0.9820137900379085,0.9368273035060777,0.025848520595053603,False,0.01731114080296254,0.008108500000000001,0.9898526329250281,0.9600952651194494,0.029757367805578694,-0.033792948253663635
2023-11-07,1.0,0.9820137900379085,1.0445997163662282,0.42,0.9820137900379085,0.9620137900379084,0.039337965936777186,True,0.0012265831935102524,0.0002485,0.9910667695286259,0.9603338487928317,0.030732920735794256,-0.03260781492254039
2023-11-08,0.95,0.973403006423134,-0.007860848252956812,0.42,0.973403006423134,0.9620137900379084,0.0,False,-0.0013478484448372393,-0.001869,0.9897309617245869,0.9585389848294379,0.031191976895148965,-0.03391171297474482
2023-11-09,0.9,0.9608342772032357,-0.8601761810664948,0.7142857142857143,0.9608342772032357,0.9620137900379084,0.008610783614774409,False,-0.002236758948866469,0.0023515,0.9875171721389792,0.9607929892522644,0.026724182886714742,-0.03607261959614361
2023-11-10,0.9,0.9608342772032357,-0.8304148624126749,0.6666666666666667,0.9608342772032357,0.9620137900379084,0.012568729219898378,False,-0.0033058315333612275,-0.0036565000000000005,0.9842526067315863,0.9572798496870636,0.026972757044522733,-0.03925920112615311
2023-11-13,0.75,0.8807970779778823,0.06856715439885379,0.4285714285714286,0.8807970779778823,0.9620137900379084,0.0,False,0.0051217681819479485,0.0034405000000000004,0.9892937204157435,0.9605733710099119,0.02872034940583157,-0.03433850947138173
2023-11-14,0.9,0.9608342772032357,0.2640267956214447,0.42,0.9608342772032357,0.9007970779778823,0.08003719922535335,True,0.0034544725700693174,0.0015575,0.9927112084366615,0.96206946403526,0.03064174440140155,-0.03100265834037841
2023-11-15,0.8,0.9168273035060777,-0.01999863209424768,0.5714285714285714,0.9168273035060777,0.9408342772032356,0.08003719922535335,True,0.007029445511785069,0.006012,0.9996894177853052,0.9678534256530399,0.03183599213226529,-0.024191144326117686
2023-11-16,0.9,0.9608342772032357,-0.9158996062729203,0.9047619047619048,0.9608342772032357,0.9408342772032356,0.044006973697158,True,-0.007350443232225707,-0.004284,0.9923412574700176,0.9637071415775423,0.02863411589247522,-0.03136377192525164
2023-11-17,1.0,0.9820137900379085,-0.14105969503586852,0.42,0.9820137900379085,0.9408342772032356,0.044006973697158,True,0.0010359792757306573,-0.000961,0.993369302447209,0.9627810190144863,0.030588283432722685,-0.03036028486724429
2023-11-20,0.95,0.973403006423134,0.4364662993500785,0.23809523809523814,0.973403006423134,0.9620137900379084,0.021179512834672787,False,0.0057286313274101,0.004143,0.9990599489528956,0.9667698207762634,0.03229012817663224,-0.02480557641883374
2023-11-21,0.9,0.9608342772032357,-1.1251825869268417,0.9523809523809523,0.9608342772032357,0.9620137900379084,0.008610783614774409,False,-0.0041749172678153534,0.00015600000000000002,0.9948889563204294,0.9669206368683045,0.027968319452124857,-0.028876932457320037
2023-11-22,0.95,0.973403006423134,-1.644411243874413,0.9523809523809523,0.973403006423134,0.9620137900379084,0.012568729219898378,False,-0.011350956164612323,-0.007057,0.9835960153885793,0.960097077933925,0.023498937454654367,-0.0399001078274408
2023-11-23,0.9,0.9608342772032357,-1.593258480813666,0.9047619047619048,0.9608342772032357,0.9620137900379084,0.012568729219898378,False,0.010279089635246404,0.007276,0.9937064869956298,0.9670827442729723,0.02662374272265755,-0.03003115497700859
2023-11-24,0.75,0.8807970779778823,-2.1256842987775872,0.9523809523809523,0.8807970779778823,0.9620137900379084,0.012568729219898378,False,-0.0074248189203973865,-0.0027034999999999997,0.9863283962696631,0.9644682360738303,0.021860160195832812,-0.037232998009731344
2023-11-27,0.75,0.8807970779778823,-0.5002653075893987,0.5238095238095238,0.8807970779778823,0.9007970779778823,0.08003719922535335,True,-0.002682041680162718,-0.0029125,0.9836830224005397,0.9616592223362652,0.022023800064274512,-0.03981517923735456
2023-11-28,0.8,0.9168273035060777,1.1868334403171026,0.04761904761904767,0.9168273035060777,0.9007970779778823,0.0,False,0.004820554967781355,0.003033,0.9884249204808948,0.9645759347576112,0.023848985723283644,-0.0351865555296389
2023-11-29,0.8,0.9168273035060777,1.4377077915824619,0.42,0.9168273035060777,0.9007970779778823,0.03603022552819535,True,-0.0052733995016023385,-0.0054245,0.9832125609978596,0.9593435925995184,0.023868968398341184,-0.040274402266848086
2023-11-30,0.4,0.3100255188723876,-0.07882178994144862,0.42,0.3100255188723876,0.9007970779778823,0.0,False,-0.0035554460667787014,-0.0019735,0.9797168017650523,0.9574503280195233,0.022266473745528925,-0.04368665486849532
2023-12-01,0.25,0.11920292202211755,-1.1917935891286657,0.8095238095238095,0.11920292202211755,0.3300255188723876,0.6068017846336901,True,0.006284677061931699,0.0061985,0.9858740054762943,0.9633850838777523,0.02248892159854199,-0.03767653432432805
2023-12-04,0.1,0.039165722796764356,-0.20066423193398275,0.5238095238095238,0.039165722796764356,0.13920292202211754,0.19082259685027006,True,-0.0016540874723821172,-0.0017865000000000001,0.9842432836344888,0.9616639964254047,0.022579287209084087,-0.039268301513281534
2023-12-05,0.1,0.039165722796764356,0.35564787275234266,0.42,0.039165722796764356,0.05916572279676437,0.08003719922535318,True,-0.012338733551688408,-0.014571999999999998,0.9720989680076839,0.9476506286694937,0.02444833933819024,-0.051122513955570215
2023-12-06,0.05,0.026596993576865856,0.8304142716156893,0.42,0.026596993576865856,0.05916572279676437,0.0,False,0.00015838663992693818,0.0013385,0.9722529354969031,0.9489190590359677,0.02333387646093532,-0.05097222443885341
2023-12-07,0.35,0.23147521650098232,0.4658852662535449,0.42,0.23147521650098232,0.046596993576865864,0.0125687292198985,False,0.0008985772140658167,0.0017410000000000001,0.9731265798310491,0.9505711271177494,0.02255545271329973,-0.050119449704218666
2023-12-08,0.5,0.5,0.2518991712804667,0.42,0.5,0.21147521650098233,0.20487822292411648,True,-0.0008574597162664438,0.00018699999999999994,0.9722921629900158,0.9507488839185203,0.021543279071495447,-0.05093393401136237
2023-12-11,0.15,0.057324175898868755,-0.3955480730103398,0.6190476190476191,0.057324175898868755,0.48,0.26852478349901765,True,0.00996084,0.0099355,0.9819770096588132,0.9601950494546928,0.021781960204120376,-0.04148043877862018
2023-12-12,0.05,0.026596993576865856,-1.1051446185101157,0.7142857142857143,0.026596993576865856,0.07732417589886875,0.44267582410113127,True,0.004606471450336426,0.003401,0.9865004587186933,0.9634606728178882,0.023039785900805132,-0.037065045785264816
2023-12-13,0.05,0.026596993576865856,-0.6792464572522714,0.6190476190476191,0.026596993576865856,0.046596993576865864,0.0307271823220029,True,-0.007268206986425116,-0.0078735,0.9793303691925225,0.9558748652104565,0.023455503982065973,-0.044063856346961305
2023-12-14,0.05,0.026596993576865856,-0.06620089534832929,0.33333333333333337,0.026596993576865856,0.046596993576865864,0.0,False,-0.00021616345320308073,-0.0023195,0.9791186737580911,0.9536577134606008,0.025460960297490343,-0.04427049480481504
2023-12-15,0.1,0.039165722796764356,0.024560737476506667,0.42,0.039165722796764356,0.046596993576865864,0.0,False,-0.004923759931316319,-0.0057485,0.9742977284642375,0.9481756120947725,0.02612211636946493,-0.04897627744767186
2023-12-18,0.05,0.026596993576865856,-0.5942553184376682,0.42,0.026596993576865856,0.046596993576865864,0.0125687292198985,False,-0.002817428867732949,-0.006577500000000001,0.9715527139182957,0.9419389870062191,0.029613726912076532,-0.051655719137489675
2023-12-19,0.1,0.039165722796764356,-0.3999537900796797,0.42,0.039165722796764356,0.046596993576865864,0.0125687292198985,False,-0.0031923380558105314,-0.002641,0.9684511892164283,0.9394513261415357,0.02899986307489255,-0.054683154675297385
2023-12-20,0.25,0.11920292202211755,-0.33599111921294944,0.42,0.11920292202211755,0.046596993576865864,0.0125687292198985,False,-0.004391253795406188,-0.0074685,0.964198474256116,0.9324350339122477,0.031763440343868354,-0.058834280860190824
